train_losses,val_losses
0.5549325227737427,0.6179354190826416
0.4576568007469177,0.5922784209251404
0.38794723749160764,0.5454050898551941
0.3331157624721527,0.44802892208099365
0.2718066483736038,0.3060971796512604
0.2111760824918747,0.25056856870651245
0.16593622267246247,0.2577150762081146
0.13829345703125,0.23816420137882233
0.12066410779953003,0.17238259315490723
0.11024469733238221,0.12075816094875336
0.10431279987096786,0.12091924995183945
0.10140421390533447,0.1183634027838707
0.09678792655467987,0.10709595680236816
0.09335893839597702,0.09675455093383789
0.09088146537542344,0.09162522107362747
0.08841347992420197,0.09241805225610733
0.08469154089689254,0.08949566632509232
0.08204567581415176,0.08754019439220428
0.07939479649066924,0.08119935542345047
0.0766280710697174,0.08223880082368851
0.07591672986745834,0.08151665329933167
0.07490232586860657,0.0804818868637085
0.07395980209112167,0.07761064171791077
0.07322195172309875,0.07921889424324036
0.07233339697122573,0.07572821527719498
0.07160862237215042,0.07537147402763367
0.06926487684249878,0.07584157586097717
0.06907162219285964,0.07625047117471695
0.06872831881046296,0.07580432295799255
0.06462532579898835,0.0735674500465393
0.06427308768033982,0.07451469451189041
0.06217557489871979,0.07161655277013779
0.06049599051475525,0.07523495703935623
0.06120289713144302,0.0729103684425354
0.060100429505109784,0.07259386777877808
0.05866015776991844,0.07314129173755646
0.058066701889038085,0.07403644919395447
0.05796777829527855,0.07318077236413956
0.057623105496168135,0.07265285402536392
0.05490354299545288,0.07512310147285461
0.05416996702551842,0.07426225394010544
0.05337055847048759,0.074919693171978
0.05337979272007942,0.07322629541158676
0.05159745216369629,0.07471472024917603
0.05132980197668076,0.07413975149393082
0.04931851252913475,0.07565900683403015
0.048415647447109224,0.07550804316997528
0.04892721921205521,0.07691565155982971
0.04746489152312279,0.07579260319471359
0.045501118153333665,0.0801960676908493
0.04507201313972473,0.07833730429410934
0.04350685104727745,0.08026078343391418
0.042870186269283295,0.07854948192834854
0.04188844040036201,0.07875120639801025
0.04112660512328148,0.07850567251443863
0.040060915797948835,0.0814528837800026
0.040425238013267514,0.08598680049180984
0.04106330350041389,0.08049710094928741
0.03851013779640198,0.0817047730088234
0.03707019090652466,0.08193995803594589
0.037158018350601195,0.08125685155391693
0.03605273365974426,0.08426479250192642
0.035720609873533246,0.08360674977302551
0.037380652874708174,0.08895562589168549
0.03640461191534996,0.08844463527202606
0.03471091240644455,0.08889001607894897
0.03692154288291931,0.08901593089103699
0.03557434305548668,0.08365383744239807
0.033656881749629976,0.08663734793663025
0.03282256312668323,0.08535341173410416
0.03224271833896637,0.08683213591575623
0.031261864304542544,0.08593844622373581
0.03191440030932426,0.08686412125825882
0.030967230349779128,0.09077467024326324
0.029862135648727417,0.09002675116062164
0.028467557579278945,0.09237310290336609
0.028229955211281778,0.09016972780227661
0.02709529474377632,0.09434598684310913
0.028003146499395372,0.09377683699131012
0.027604175731539726,0.0954708531498909
0.029975990206003188,0.09623410552740097
0.028213931247591972,0.09654255956411362
0.029100338742136956,0.09412451833486557
0.028754112124443055,0.09715200215578079
0.027574001997709274,0.09631039947271347
0.027866903319954874,0.09381945431232452
0.025975979492068292,0.09477336704730988
0.026648802682757378,0.09571190923452377
0.025981907919049262,0.0971129760146141
0.026825789734721182,0.09910579025745392
0.024179499968886374,0.09797883033752441
0.025158003717660905,0.10042217373847961
0.026172164455056192,0.10025738179683685
0.025941555202007294,0.1026778519153595
0.024687401577830316,0.09898240864276886
0.02321102246642113,0.0997663140296936
0.024724894016981126,0.09902720898389816
0.02456882856786251,0.10275398939847946
0.023731448501348496,0.10172618925571442
0.02368556074798107,0.10294544696807861
